Timestamp,Date,Time,  1.Age Group  ,  2.Gender  ,  3.Profession  ,"Section 2: Style Preferences
4. How would you describe your go-to daily outfit? (Select one)  ", 5. What is your favorite color palette for clothing?  , 6. Do you prioritize functionality or aesthetics in your outfits?  ,  7.Which of these best describes your wardrobe?  ,"Section 3: Shopping Habits
8. How often do you shop for new clothes?  ",  9.What influences your clothing purchases the most?  , 10. Where do you typically shop for clothes? (Select all that apply)  ,  12.Do you often experiment with new styles or stick to what you know?  , 13. What kind of footwear do you wear most often?  ,14. How active is your daily lifestyle?  ," 16.If you had to choose, would you prefer timeless pieces or trendy items?  ",17. From scale 1-10 how much do you think your clothing style reflects about your personality?
30/01/2025 13:51:45,30/01/2025,13:51:45,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Rarely,Sustainability,Local boutiques,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",5
30/01/2025 13:53:50,30/01/2025,13:53:50,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Dark tones (navy, maroon)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Comfort,Fast fashion stores,Always experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",Equal mix of both,10
30/01/2025 14:01:04,30/01/2025,14:01:04,Under 18,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Equal balance of both,Specialized (specific to one style),Rarely,Comfort,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",6
30/01/2025 14:03:12,30/01/2025,14:03:12,18 - 24,Male,Student,"Trendy (e.g., bold, experimental)","Neutral (black, white, beige)",Slightly prefer aesthetics,Mix-and-match (varied styles),Weekly,Comfort,Thrift stores,Sometimes experiment,Boots,"Very active (e.g., gym, outdoor activities)",Equal mix of both,8
30/01/2025 14:04:01,30/01/2025,14:04:01,18 - 24,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Monthly,Comfort,Local boutiques,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",5
30/01/2025 14:05:24,30/01/2025,14:05:24,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Dark tones (navy, maroon)",Slightly prefer functionality,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",8
30/01/2025 14:08:29,30/01/2025,14:08:29,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Brand reputation,Luxury brands,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,8
30/01/2025 14:22:50,30/01/2025,14:22:50,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Rarely,Price,Fast fashion stores,Rarely experiment,Sneakers,Moderately active,Equal mix of both,7
30/01/2025 14:23:33,30/01/2025,14:23:33,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Rarely,Price,Online retailers,Rarely experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",4
30/01/2025 14:29:11,30/01/2025,14:29:11,Under 18,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Comfort,Fast fashion stores,Rarely experiment,Sneakers,Moderately active,Always trendy,7
30/01/2025 14:36:11,30/01/2025,14:36:11,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Rarely,Price,Local boutiques,Rarely experiment,Sandals/Flats,Mostly sedentary,Equal mix of both,2
30/01/2025 14:58:28,30/01/2025,14:58:28,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Slightly prefer functionality,Minimalist (few versatile pieces),Rarely,Brand reputation,Luxury brands,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,9
30/01/2025 15:28:18,30/01/2025,15:28:18,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Every few months,Trends,Online retailers,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",8
30/01/2025 16:06:01,30/01/2025,16:06:01,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Every few months,Comfort,Local boutiques,Sometimes experiment,Other,Moderately active,Equal mix of both,9
30/01/2025 16:16:44,30/01/2025,16:16:44,18 - 24,Female,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Comfort,Online retailers,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",8
30/01/2025 16:33:00,30/01/2025,16:33:00,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Every few months,Trends,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",7
30/01/2025 16:57:00,30/01/2025,16:57:00,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Comfort,Fast fashion stores,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)","Mostly timeless, some trendy",7
30/01/2025 17:13:35,30/01/2025,17:13:35,25 - 34,Female,Other,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Every few months,Comfort,Online retailers,Sometimes experiment,Boots,Moderately active,Equal mix of both,6
30/01/2025 17:23:20,30/01/2025,17:23:20,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Equal balance of both,Specialized (specific to one style),Rarely,Comfort,Local boutiques,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",Equal mix of both,7
30/01/2025 17:30:04,30/01/2025,17:30:04,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Rarely,Sustainability,Local boutiques,Rarely experiment,Other,"Very active (e.g., gym, outdoor activities)","Mostly timeless, some trendy",7
30/01/2025 17:37:41,30/01/2025,17:37:41,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Every few months,Comfort,Local boutiques,Always experiment,Heels/Loafers,Moderately active,"Mostly trendy, some timeless",2
30/01/2025 18:28:28,30/01/2025,18:28:28,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Monthly,Trends,Luxury brands,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)","Mostly trendy, some timeless",7
30/01/2025 18:29:17,30/01/2025,18:29:17,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Every few months,Comfort,Thrift stores,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,8
30/01/2025 18:31:06,30/01/2025,18:31:06,25 - 34,Female,Office Worker,"Formal (e.g., suits, dresses)","Pastels (soft pink, baby blue)",Equal balance of both,Mix-and-match (varied styles),Weekly,Brand reputation,Luxury brands,Sometimes experiment,Heels/Loafers,Moderately active,Always trendy,8
30/01/2025 18:31:48,30/01/2025,18:31:48,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Specialized (specific to one style),Monthly,Trends,Thrift stores,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,8
30/01/2025 18:35:45,30/01/2025,18:35:45,18 - 24,Male,Office Worker,"Formal (e.g., suits, dresses)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Monthly,Trends,Luxury brands,Sometimes experiment,Other,Moderately active,Always trendy,7
30/01/2025 18:46:19,30/01/2025,18:46:19,18 - 24,Male,Student,"Trendy (e.g., bold, experimental)","Dark tones (navy, maroon)",Equal balance of both,Mix-and-match (varied styles),Monthly,Comfort,Local boutiques,Always experiment,Boots,"Very active (e.g., gym, outdoor activities)","Mostly trendy, some timeless",8
30/01/2025 18:46:30,30/01/2025,18:46:30,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",Equal mix of both,8
30/01/2025 18:47:20,30/01/2025,18:47:20,18 - 24,Male,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Weekly,Trends,Fast fashion stores,Sometimes experiment,Boots,"Very active (e.g., gym, outdoor activities)",Always timeless,2
30/01/2025 18:47:32,30/01/2025,18:47:32,18 - 24,Male,Office Worker,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Equal balance of both,Mix-and-match (varied styles),Monthly,Trends,Luxury brands,Sometimes experiment,Boots,"Very active (e.g., gym, outdoor activities)",Equal mix of both,10
30/01/2025 18:51:50,30/01/2025,18:51:50,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Monthly,Comfort,Fast fashion stores,Sometimes experiment,Heels/Loafers,Mostly sedentary,"Mostly timeless, some trendy",5
30/01/2025 18:52:43,30/01/2025,18:52:43,18 - 24,Female,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Strongly prefer aesthetics,Mix-and-match (varied styles),Every few months,Trends,Online retailers,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",Equal mix of both,8
30/01/2025 18:56:35,30/01/2025,18:56:35,Under 18,Female,Student,"Trendy (e.g., bold, experimental)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Price,Local boutiques,Always experiment,Sneakers,Moderately active,Always trendy,10
30/01/2025 19:06:31,30/01/2025,19:06:31,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Monthly,Comfort,Luxury brands,Always experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",Always timeless,9
30/01/2025 19:39:01,30/01/2025,19:39:01,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Comfort,Fast fashion stores,Rarely experiment,Sneakers,Moderately active,Equal mix of both,9
30/01/2025 19:56:16,30/01/2025,19:56:16,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Slightly prefer aesthetics,Mix-and-match (varied styles),Monthly,Comfort,Local boutiques,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,7
30/01/2025 20:03:06,30/01/2025,20:03:06,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)",Mixed or patterned,Slightly prefer aesthetics,Minimalist (few versatile pieces),Every few months,Comfort,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,"Mostly trendy, some timeless",10
30/01/2025 20:05:28,30/01/2025,20:05:28,18 - 24,Female,Student,"Sporty (e.g., activewear, sneakers)","Dark tones (navy, maroon)",Strongly prefer functionality,Mix-and-match (varied styles),Every few months,Comfort,Local boutiques,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",6
30/01/2025 20:05:31,30/01/2025,20:05:31,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Comfort,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",8
30/01/2025 20:39:39,30/01/2025,20:39:39,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Monthly,Brand reputation,Luxury brands,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)",Always timeless,8
30/01/2025 21:27:58,30/01/2025,21:27:58,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Pastels (soft pink, baby blue)",Slightly prefer aesthetics,Mix-and-match (varied styles),Every few months,Price,Local boutiques,Rarely experiment,Sneakers,"Very active (e.g., gym, outdoor activities)","Mostly timeless, some trendy",10
30/01/2025 22:04:42,30/01/2025,22:04:42,18 - 24,Male,Student,"Chic (e.g., tailored, stylish)","Dark tones (navy, maroon)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Trends,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,"Mostly trendy, some timeless",7
30/01/2025 22:12:16,30/01/2025,22:12:16,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Brand reputation,Luxury brands,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,9
30/01/2025 22:12:35,30/01/2025,22:12:35,Under 18,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Sustainability,Online retailers,Always experiment,Sneakers,"Very active (e.g., gym, outdoor activities)","Mostly timeless, some trendy",8
30/01/2025 22:38:11,30/01/2025,22:38:11,25 - 34,Male,Office Worker,"Sporty (e.g., activewear, sneakers)",Mixed or patterned,Equal balance of both,Mix-and-match (varied styles),Rarely,Comfort,Thrift stores,Sometimes experiment,Sandals/Flats,Moderately active,Equal mix of both,8
31/01/2025 00:22:32,31/01/2025,00:22:32,18 - 24,Female,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Rarely,Price,Fast fashion stores,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,7
31/01/2025 17:01:47,31/01/2025,17:01:47,25 - 34,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Monthly,Comfort,Luxury brands,Sometimes experiment,Sneakers,Moderately active,Equal mix of both,8
31/01/2025 18:01:08,31/01/2025,18:01:08,18 - 24,Male,Student,"Formal (e.g., suits, dresses)","Neutral (black, white, beige)",Strongly prefer functionality,Minimalist (few versatile pieces),Monthly,Comfort,Luxury brands,Rarely experiment,Boots,"Very active (e.g., gym, outdoor activities)",Always timeless,10
31/01/2025 18:30:24,31/01/2025,18:30:24,18 - 24,Male,Student,"Sporty (e.g., activewear, sneakers)",Mixed or patterned,Slightly prefer functionality,Mix-and-match (varied styles),Every few months,Brand reputation,Fast fashion stores,Always experiment,Sneakers,Moderately active,"Mostly timeless, some trendy",8
3/2/2025 23:34,02/03/2025,23:34:39,18 - 24,Male,Student,"Casual (e.g., jeans, t-shirts)","Neutral (black, white, beige)",Equal balance of both,Minimalist (few versatile pieces),Every few months,Trends,Online retailers,Sometimes experiment,Sneakers,"Very active (e.g., gym, outdoor activities)","Mostly timeless, some trendy",8
4/2/2025 0:03,02/04/2025,00:03:43,18 - 24,Male,Student,"Sporty (e.g., activewear, sneakers)","Neutral (black, white, beige)",Strongly prefer functionality,Mix-and-match (varied styles),Rarely,Comfort,Fast fashion stores,Rarely experiment,Sneakers,Moderately active,Equal mix of both,7
